AIRPORT_ID,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_STATE,AIRPORT_COUNTRY,ICAO,LCHG_DATE,RECORD_STATUS,Record_End
YPE ,"PEACE RIVER ALTA,AIRPORT                          ",PEACE RIVER ALTA      ,  ,CA, ,1/31/90,A, 
YPG ,PORTAGE LA PRAIRIE                                ,PORTAGE               ,  ,CA, ,5/16/05,A, 
YPH ,"INUKJUAK QUE,AIRPORT                              ",INUKJUAK QUE          ,  ,CA, ,1/31/90,A, 
YPK ,PITT MEADOWS                                      ,PITT MEADOWS          ,  ,CA,N,5/16/05,A, 
YPKC,KARACHI INTL ARPT                                 ,KARACHI               ,  ,PK,Y,3/12/93,A, 
YPL ,"PICKLE LAKE ONT,AIRPORT                           ",PICKLE LAKE ONT       ,  ,CA, ,1/31/90,A, 
YPM ,"PIKANGIKUM ONT,AIRPORT                            ",PIKANGIKUM ONT        ,  ,CA, ,12/3/90,A, 
YPN ,"PORT-MENIER QUE,AIRPORT                           ",PORT-MENIER QUE       ,  ,CA, ,12/3/90,A, 
YPO ,"PEAWANUCK ONT,AIRPORT                             ",PEAWANUCK ONT         ,  ,CA, ,12/3/90,A, 
YPPH,PERTH ARPT                                        ,PERTH                 ,  ,AS,Y,9/25/97,A, 
YPQ ,PETERBOROUGH                                      ,PETERBOROUGH          ,  ,CA, ,5/16/05,A, 
YPR ,PRINCE RUPERT                                     ,PRINCE RUPERT         ,  ,CA, ,5/16/05,A, 
YPT ,PELEE ISLAND                                      ,PELEE ISLAND          ,  ,CA, ,5/16/05,A, 
YPU ,"PUNTZI MOUNTAIN BC,AIRPORT                        ",PUNTZI MOUNTAIN BC    ,  ,CA, ,1/31/90,A, 
YPW ,POWELL RIVER                                      ,POWELL RIVER          ,  ,CA, ,5/16/05,A, 
YPX ,"POVUNGNITUK QUE,AIRPORT                           ",POVUNGNITUK QUE       ,  ,CA, ,1/31/90,A, 
YPY ,"FORT CHIPEWYAN ALTA,AIRPORT                       ",FORT CHIPEWYAN ALTA   ,  ,CA, ,1/31/90,A, 
YPZ ,BURNS LAKE                                        ,BURNS LAKE            ,  ,CA, ,5/10/07,A, 
YQA ,MUSKOKA                                           ,MUSKOKA               ,  ,CA, ,5/16/05,A, 
YQB ,QUEBEC/JEAN LESAGE INTL                           ,QUEBEC                ,  ,CA,N,5/16/05,A, 
YQD ,"THE PAS MAN,AIRPORT                               ",THE PAS MAN           ,  ,CA, ,1/31/90,A, 
YQF ,"RED DEER INDUSTRI ALTA,AIRPORT                    ",RED DEER INDUSTRI ALTA,  ,CA, ,1/31/90,A, 
YQG ,WINDSOR                                           ,WINDSOR               ,  ,CA, ,5/16/05,A, 
YQH ,WATSON LAKE                                       ,WATSON LAKE           ,  ,CA, ,5/16/05,A, 
YQI ,YARMOUTH                                          ,YARMOUTH              ,  ,CA, ,5/16/05,A, 
YQK ,"KENORA ONT,AIRPORT                                ",KENORA ONT            ,  ,CA,N,8/5/98,A, 
YQL ,"LETHBRIDGE ALTA,AIRPORT                           ",LETHBRIDGE ALTA       ,  ,CA, ,1/31/90,A, 
YQM ,"MONCTON NB,AIRPORT                                ",MONCTON NB            ,  ,CA,N,9/2/93,A, 
YQN ,"NAKINA ONT,AIRPORT                                ",NAKINA ONT            ,  ,CA, ,1/31/90,A, 
YQQ ,COMOX                                             ,COMOX                 ,  ,CA, ,5/10/07,A, 
YQR ,"REGINA SASK,AIRPORT                               ",REGINA SASK           ,  ,CA,N,8/5/98,A, 
YQS ,ST THOMAS MUNI                                    ,ST THOMAS             ,  ,CA, ,5/16/05,A, 
YQT ,THUNDER BAY                                       ,THUNDER BAY           ,  ,CA,N,5/16/05,A, 
YQU ,"GRANDE PRAIRIE ALTA,AIRPORT                       ",GRANDE PRAIRIE ALTA   ,  ,CA, ,12/3/90,A, 
YQV ,"YORKTON SASK,AIRPORT                              ",YORKTON SASK          ,  ,CA, ,1/31/90,A, 
YQW ,"NORTH BATTLEFORD SASK,AIRPORT                     ",NORTH BATTLEFORD SASK ,  ,CA, ,1/31/90,A, 
YQX ,"GANDER NFLD,AIRPORT                               ",GANDER NFLD           ,  ,CA, ,1/31/90,A, 
YQY ,"SYDNEY NS,AIRPORT                                 ",SYDNEY NS             ,  ,CA, ,1/31/90,A, 
YQZ ,"QUESNEL BC,AIRPORT                                ",QUESNEL BC            ,  ,CA, ,1/31/90,A, 
YRB ,"RESOLUTE BAY NWT,AIRPORT                          ",RESOLUTE BAY NWT      ,  ,CA, ,12/3/90,A, 
YRC ,"ST-HONORE QUE,AIRPORT                             ",ST-HONORE QUE         ,  ,CA, ,12/3/90,A, 
YRI ,RIVIERE-DU-LOUP                                   ,RIVIERE-DU-LOUP       ,  ,CA, ,5/16/05,A, 
YRJ ,"ROBERVAL QUE,AIRPORT                              ",ROBERVAL QUE          ,  ,CA, ,1/31/90,A, 
YRL ,"RED LAKE ONT,AIRPORT                              ",RED LAKE ONT          ,  ,CA, ,1/31/90,A, 
YRM ,"ROCKY MOUNTAIN HO ALTA,AIRPORT                    ",ROCKY MOUNTAIN HO ALTA,  ,CA, ,1/31/90,A, 
YRO ,ROCKCLIFFE                                        ,OTTAWA                ,  ,CA, ,5/16/05,A, 
YRP ,CARP                                              ,OTTAWA                ,  ,CA, ,5/10/07,A, 
YRQ ,TROIS-RIVIERES                                    ,TROIS-RIVIERES        ,  ,CA,N,5/16/05,A, 
YRS ,"RED SUCKER LAKE MAN,AIRPORT                       ",RED SUCKER LAKE MAN   ,  ,CA, ,1/31/90,A, 
YRT ,"RANKIN INLET NWT,AIRPORT                          ",RANKIN INLET NWT      ,  ,CA, ,1/31/90,A, 
YRV ,"REVELSTOKE BC,AIRPORT                             ",REVELSTOKE BC         ,  ,CA, ,1/31/90,A, 
YSB ,SUDBURY                                           ,SUDBURY               ,  ,CA, ,5/16/05,A, 
YSBK,BANKSTOWN ARPT                                    ,BANKSTOWN             ,  ,AS,Y,9/25/97,A, 
YSC ,SHERBROOKE                                        ,SHERBROOKE            ,  ,CA, ,5/16/05,A, 
YSD ,"SUFFIELD ALTA,AIRPORT                             ",SUFFIELD ALTA         ,  ,CA, ,1/31/90,A, 
YSE ,"SQUAMISH BC,AIRPORT                               ",SQUAMISH BC           ,  ,CA, ,1/31/90,A, 
YSF ,"STONY RAPIDS SASK,AIRPORT                         ",STONY RAPIDS SASK     ,  ,CA, ,12/3/90,A, 
YSG ,ST GEORGES                                        ,ST GEORGES            ,  ,CA, ,5/16/05,A, 
YSH ,MONTAGUE/RUSS BEACH                               ,SMITHS FALLS-MONTAGUE ,  ,CA, ,5/10/07,A, 
YSJ ,SAINT JOHN                                        ,SAINT JOHN            ,  ,CA, ,5/16/05,A, 
YSK ,"SANIKILUAQ NWT,AIRPORT                            ",SANIKILUAQ NWT        ,  ,CA, ,12/3/90,A, 
YSL ,ST LEONARD                                        ,ST LEONARD            ,  ,CA, ,5/16/05,A, 
YSM ,"FORT SMITH NWT,AIRPORT                            ",FORT SMITH NWT        ,  ,CA, ,1/31/90,A, 
YSN ,ST CATHARINES/NIAGARA DISTRICT                    ,ST CATHARINES         ,  ,CA,N,5/16/05,A, 
YSP ,"MARATHON ONT,AIRPORT                              ",MARATHON ONT          ,  ,CA, ,1/31/90,A, 
YSQ ,ATLIN                                             ,ATILIN                ,  ,CA, ,7/7/05,A, 
YSR ,"NANISIVIK NWT,AIRPORT                             ",NANISIVIK NWT         ,  ,CA, ,12/3/90,A, 
YSSY,KINGSFORD SMITH INTL ARPT                         ,SYDNEY                ,  ,AS,Y,7/11/97,A, 
YST ,"ST THERSA POINT MAN,AIRPORT                       ",ST THERSA POINT MAN   ,  ,CA, ,12/3/90,A, 
YSU ,SUMMERSIDE                                        ,SUMMERSIDE            ,  ,CA, ,5/16/05,A, 
YSV ,"SAGLEK NFLD,AIRPORT                               ",SAGLEK NFLD           ,  ,CA, ,1/31/90,A, 
YSW ,ELK VALLEY                                        ,SPARWOOD BC           ,  ,CA, ,12/3/90,A, 
YSY ,"SACHS HARBOUR NWT,AIRPORT                         ",SACHS HARBOUR NWT     ,  ,CA, ,1/31/90,A, 
YSZ ,"STE-ANNE-DES-MONTS QUE,AIRPORT                    ",STE-ANNE-DES-MONTS QUE,  ,CA, ,12/3/90,A, 
YTA ,PEMBROKE                                          ,PEMBROKE              ,  ,CA, ,5/16/05,A, 
YTE ,"CAPE DORSET NWT,AIRPORT                           ",CAPE DORSET NWT       ,  ,CA, ,1/31/90,A, 
YTF ,"ALMA QUE,AIRPORT                                  ",ALMA QUE              ,  ,CA, ,1/31/90,A, 
YTH ,"THOMPSON MAN,AIRPORT                              ",THOMPSON MAN          ,  ,CA, ,1/31/90,A, 
YTJ ,"TERRACE BAY ONT,AIRPORT                           ",TERRACE BAY ONT       ,  ,CA, ,1/31/90,A, 
YTL ,"BIG TROUT LAKE ONT,AIRPORT                        ",BIG TROUT LAKE ONT    ,  ,CA, ,1/31/90,A, 
YTN ,"RIVIERE AU TONNERR QUE,AIRPORT                    ",RIVIERE AU TONNERR QUE,  ,CA, ,1/31/90,A, 
YTO ,"PEMBERTON BC,AIRPORT                              ",PEMBERTON BC          ,  ,CA, ,1/31/90,A, 
YTR ,TRENTON                                           ,TRENTON               ,  ,CA, ,5/16/05,A, 
YTS ,TIMMINS                                           ,TIMMINS               ,  ,CA, ,5/16/05,A, 
YTZ ,TORONTO/CITY CENTRE                               ,TORONTO               ,  ,CA, ,7/7/05,A, 
YUA ,"SHINGLE POINT YT,AIRPORT                          ",SHINGLE POINT YT      ,  ,CA, ,1/31/90,A, 
YUB ,"TUKTOYAKTUK NWT,AIRPORT                           ",TUKTOYAKTUK NWT       ,  ,CA, ,1/31/90,A, 
YUC ,"NICHOLSON PENINSUL NWT,AIRPORT                    ",NICHOLSON PENINSUL NWT,  ,CA, ,1/31/90,A, 
YUF ,"PELLY BAY NWT,AIRPORT                             ",PELLY BAY NWT         ,  ,CA, ,1/31/90,A, 
YUH ,"CLINTON POINT NWT,AIRPORT                         ",CLINTON POINT NWT     ,  ,CA, ,1/31/90,A, 
YUI ,"CAPE YOUNG NWT,AIRPORT                            ",CAPE YOUNG NWT        ,  ,CA, ,1/31/90,A, 
YUJ ,"LADY FRANKLIN POIN NWT,AIRPORT                    ",LADY FRANKLIN POIN NWT,  ,CA, ,1/31/90,A, 
YUK ,"BYRON BAY NWT,AIRPORT                             ",BYRON BAY NWT         ,  ,CA, ,1/31/90,A, 
YUL ,DORVAL INTL                                       ,MONTREAL QUE          ,  ,CA,N,8/14/00,A, 
YUM ,YUMA MCAS/YUMA INTL                               ,YUMA                  ,AZ,  , ,6/2/89,A, 
YUN ,"JOHNSON POINT NWT,AIRPORT                         ",JOHNSON POINT NWT     ,  ,CA, ,1/31/90,A, 
YUQ ,"JENNY LIND ISLAND NWT,AIRPORT                     ",JENNY LIND ISLAND NWT ,  ,CA, ,1/31/90,A, 
YUR ,"GLADMAN POINT NWT,AIRPORT                         ",GLADMAN POINT NWT     ,  ,CA, ,1/31/90,A, 
YUS ,"SHEPHERD BAY NWT,AIRPORT                          ",SHEPHERD BAY NWT      ,  ,CA, ,1/31/90,A, 
YUT ,"REPULSE BAY NWT,AIRPORT                           ",REPULSE BAY NWT       ,  ,CA, ,1/31/90,A, 
YUU ,"MACKAR INLET NWT,AIRPORT                          ",MACKAR INLET NWT      ,  ,CA, ,1/31/90,A, 
YUV ,"LONGSTAFF BLUFF NWT,AIRPORT                       ",LONGSTAFF BLUFF NWT   ,  ,CA, ,1/31/90,A, 
YUW ,"DEWAR LAKES NWT,AIRPORT                           ",DEWAR LAKES NWT       ,  ,CA, ,1/31/90,A, 
YUX ,"HALL BEACH NWT,AIRPORT                            ",HALL BEACH NWT        ,  ,CA, ,1/31/90,A, 
YUY ,ROUYN-NORANDA                                     ,ROUYN-NORANDA         ,  ,CA, ,5/16/05,A, 
YUZ ,"CAPE HOOPER NWT,AIRPORT                           ",CAPE HOOPER NWT       ,  ,CA, ,1/31/90,A, 
YVB ,"BONAVENTURE QUE,AIRPORT                           ",BONAVENTURE QUE       ,  ,CA, ,1/31/90,A, 
YVC ,"LA RONGE SASK,AIRPORT                             ",LA RONGE SASK         ,  ,CA, ,1/31/90,A, 
YVG ,"VERMILION ALTA,AIRPORT                            ",VERMILION ALTA        ,  ,CA, ,1/31/90,A, 
YVM ,"BROUGHTON ISLAND NWT,AIRPORT                      ",BROUGHTON ISLAND NWT  ,  ,CA, ,1/31/90,A, 
YVN ,"CAPE DYER NWT,AIRPORT                             ",CAPE DYER NWT         ,  ,CA, ,1/31/90,A, 
YVO ,VAL-D'OR                                          ,VAL-D'OR              ,  ,CA, ,5/16/05,A, 
YVP ,"KUUJJUAQ QUE,AIRPORT                              ",KUUJJUAQ QUE          ,  ,CA, ,1/31/90,A, 
YVQ ,"NORMAN WELLS NWT,AIRPORT                          ",NORMAN WELLS NWT      ,  ,CA, ,1/31/90,A, 
YVR ,VANCOUVER INTL                                    ,VANCOUVER             ,  ,CA,N,5/16/05,A, 
YVT ,"BUFFALO NARROWS SASK,AIRPORT                      ",BUFFALO NARROWS SASK  ,  ,CA, ,1/31/90,A, 
YVV ,WIARTON                                           ,WIARTON               ,  ,CA, ,5/16/05,A, 
YVZ ,"DEER LAKE ONT,AIRPORT                             ",DEER LAKE ONT         ,  ,CA, ,1/31/90,A, 
YWA ,"PETAWAWA ONT,AIRPORT                              ",PETAWAWA ONT          ,  ,CA, ,12/3/90,A, 
YWG ,"WINNIPEG MAN,AIRPORT                              ",WINNIPEG MAN          ,  ,CA,N,7/23/97,A, 
YWH ,"VICTORIA HARBOUR BC,WATER AERODROME               ",VICTORIA HARBOUR BC   ,  ,CA, ,1/31/90,A, 
YWJ ,"FORT FRANKLIN NWT,AIRPORT                         ",FORT FRANKLIN NWT     ,  ,CA, ,1/31/90,A, 
YWK ,"WABUSH NFLD,AIRPORT                               ",WABUSH NFLD           ,  ,CA, ,1/31/90,A, 
YWL ,"WILLIAMS LAKE BC,AIRPORT                          ",WILLIAMS LAKE BC      ,  ,CA, ,1/31/90,A, 
YWM ,"ATHABASCA ALTA,AIRPORT                            ",ATHABASCA ALTA        ,  ,CA, ,1/31/90,A, 
YWN ,"WINISK ONT,AIRPORT                                ",WINISK ONT            ,  ,CA, ,1/31/90,A, 
YWO ,"LUPIN NWT,AIRPORT                                 ",LUPIN NWT             ,  ,CA, ,1/31/90,A, 
YWP ,"WEBEQUIE ONT,AIRPORT                              ",WEBEQUIE ONT          ,  ,CA, ,12/3/90,A, 
YWR ,"WHITE RIVER ONT,AIRPORT                           ",WHITE RIVER ONT       ,  ,CA, ,1/31/90,A, 
YWV ,"WAINWRIGHT ALTA,AIRPORT                           ",WAINWRIGHT ALTA       ,  ,CA, ,1/31/90,A, 
YWY ,"WRIGLEY NWT,AIRPORT                               ",WRIGLEY NWT           ,  ,CA, ,1/31/90,A, 
YXC ,"CRANBROOK BC,AIRPORT                              ",CRANBROOK BC          ,  ,CA, ,1/31/90,A, 
YXD ,MUNICIPAL                                         ,EDMONTON ALTA         ,  ,CA, ,6/2/89,A, 
YXE ,"SASKATOON SASK,AIRPORT                            ",SASKATOON SASK        ,  ,CA,N,8/17/04,A, 
YXH ,"MEDICINE HAT ALTA,AIRPORT                         ",MEDICINE HAT ALTA     ,  ,CA, ,1/31/90,A, 
YXI ,BONNECHERE                                        ,KILLALOE ONT          ,  ,CA, ,6/2/89,A, 
YXJ ,"FORT ST. JOHN BC,AIRPORT                          ",FORT ST. JOHN BC      ,  ,CA, ,1/31/90,A, 
YXK ,"RIMOUSKI QUE,AIRPORT                              ",RIMOUSKI QUE          ,  ,CA, ,1/31/90,A, 
YXL ,"SIOUX LOOKOUT ONT,AIRPORT                         ",SIOUX LOOKOUT ONT     ,  ,CA, ,1/31/90,A, 
YXN ,"WHALE COVE NWT,AIRPORT                            ",WHALE COVE NWT        ,  ,CA, ,1/31/90,A, 
YXP ,"PANGNIRTUNG NWT,AIRPORT                           ",PANGNIRTUNG NWT       ,  ,CA, ,1/31/90,A, 
YXQ ,BEAVER CREEK                                      ,BEAVER CREEK          ,  ,CA, ,10/27/05,A, 
YXR ,"EARLTON ONT,AIRPORT                               ",EARLTON ONT           ,  ,CA, ,1/31/90,A, 
YXS ,"PRINCE GEORGE BC,AIRPORT                          ",PRINCE GEORGE BC      ,  ,CA, ,1/31/90,A, 
YXT ,TERRACE                                           ,TERRACE               ,  ,CA, ,5/16/05,A, 
YXU ,"LONDON ONT,AIRPORT                                ",LONDON ONT            ,  ,CA,N,8/15/96,A, 
YXX ,ABBOTSFORD                                        ,ABBOTSFORD            ,  ,CA, ,5/16/05,A, 
YXY ,WHITEHORSE INTL                                   ,WHITEHORSE            ,  ,CA,N,5/16/05,A, 
YXZ ,"WAWA ONT,AIRPORT                                  ",WAWA ONT              ,  ,CA, ,1/31/90,A, 
YYB ,NORTH BAY                                         ,NORTH BAY             ,  ,CA,N,5/16/05,A, 
YYC ,"CALGARY ALTA,AIRPORT                              ",CALGARY ALTA          ,  ,CA,N,12/15/93,A, 
YYD ,SMITHERS                                          ,SMITHERS              ,  ,CA, ,5/16/05,A, 
YYE ,"FORT NELSON BC,AIRPORT                            ",FORT NELSON BC        ,  ,CA, ,1/31/90,A, 
YYF ,PENTICTON                                         ,PENTICTON             ,  ,CA, ,5/16/05,A, 
YYG ,"CHARLOTTETOWN PEI,AIRPORT                         ",CHARLOTTETOWN PEI     ,  ,CA,N,9/2/93,A, 
YYH ,"SPENCE BAY NWT,AIRPORT                            ",SPENCE BAY NWT        ,  ,CA, ,1/31/90,A, 
YYI ,"RIVERS MAN,AIRPORT                                ",RIVERS MAN            ,  ,CA, ,1/31/90,A, 
YYJ ,VICTORIA INTL                                     ,VICTORIA              ,  ,CA,N,5/16/05,A, 
YYL ,"LYNN LAKE MAN,AIRPORT                             ",LYNN LAKE MAN         ,  ,CA, ,1/31/90,A, 
YYM ,"COWLEY ALTA,AIRPORT                               ",COWLEY ALTA           ,  ,CA, ,1/31/90,A, 
YYN ,"SWIFT CURRENT SASK,AIRPORT                        ",SWIFT CURRENT SASK    ,  ,CA, ,1/31/90,A, 
YYO ,"WYNYARD SASK,AIRPORT                              ",WYNYARD SASK          ,  ,CA, ,1/31/90,A, 
YYQ ,"CHURCHILL MAN,AIRPORT                             ",CHURCHILL MAN         ,  ,CA,N,3/16/95,A, 
YYT ,"ST JOHN'S NFLD,AIRPORT                            ",ST JOHN'S NFLD        ,  ,CA, ,9/9/04,A, 
YYU ,"KAPUSKASING ONT,AIRPORT                           ",KAPUSKASING ONT       ,  ,CA, ,1/31/90,A, 
YYW ,"ARMSTRONG ONT,AIRPORT                             ",ARMSTRONG ONT         ,  ,CA, ,1/31/90,A, 
YYY ,"MONT-JOLI QUE,AIRPORT                             ",MONT-JOLI QUE         ,  ,CA, ,12/3/90,A, 
YYZ ,LESTER B. PEARSON INTL                            ,TORONTO               ,  ,CA,N,5/16/05,A, 
YZA ,"ASHCROFT BC,AIRPORT                               ",ASHCROFT BC           ,  ,CA, ,1/31/90,A, 
YZD ,DOWNSVIEW                                         ,TORONTO ONT           ,  ,CA, ,6/2/89,A, 
YZE ,MANITOULIN                                        ,GORE BAY ONT          ,  ,CA, ,12/3/90,A, 
YZF ,"YELLOWKNIFE NWT,AIRPORT                           ",YELLOWKNIFE NWT       ,  ,CA, ,1/31/90,A, 
YZG ,"SALLUIT QUE,AIRPORT                               ",SALLUIT QUE           ,  ,CA, ,12/3/90,A, 
YZH ,"SLAVE LAKE ALTA,AIRPORT                           ",SLAVE LAKE ALTA       ,  ,CA, ,1/31/90,A, 
YZL ,"LIARD RIVER BC,AIRPORT                            ",LIARD RIVER BC        ,  ,CA, ,1/31/90,A, 
YZP ,SANDSPIT                                          ,SANDSPIT              ,  ,CA, ,5/16/05,A, 
YZR ,SARNIA CHRIS HADFIELD                             ,SARNIA                ,  ,CA, ,5/16/05,A, 
YZS ,"CORAL HARBOUR NWT,AIRPORT                         ",CORAL HARBOUR NWT     ,  ,CA, ,1/31/90,A, 
YZT ,PORT HARDY                                        ,PORT HARDY            ,  ,CA, ,5/16/05,A, 
YZU ,"WHITECOURT ALTA,AIRPORT                           ",WHITECOURT ALTA       ,  ,CA, ,1/31/90,A, 
YZV ,"SEPT-ILES QUE,AIRPORT                             ",SEPT-ILES QUE         ,  ,CA, ,1/31/90,A, 
YZW ,TESLIN                                            ,TESLIN                ,  ,CA, ,5/16/05,A, 
YZX ,"GREENWOOD NS,AIRPORT                              ",GREENWOOD NS          ,  ,CA, ,12/3/90,A, 
YZY ,"MACKENZIE BC,AIRPORT                              ",MACKENZIE BC          ,  ,CA, ,1/31/90,A, 
Z03 ,EGEGIK /NEW/                                      ,EGEGIK                ,AK,  , ,10/31/03,I, 
Z04 ,LOST RIVER 2                                      ,LOST RIVER            ,AK,  , ,11/6/02,I, 
Z06 ,ALA WAI                                           ,HONOLULU              ,HI,  , ,10/2/02,I, 
Z08 ,OFU                                               ,OFU VILLAGE           ,AS,  , ,5/29/02,A, 
Z09 ,KASIGLUK                                          ,KASIGLUK              ,AK,  , ,6/2/89,A, 
Z13 ,AKIACHAK                                          ,AKIACHAK              ,AK,  , ,6/2/89,A, 
Z14 ,TAZLINA                                           ,TAZLINA               ,AK,  , ,6/2/89,A, 
Z15 ,BIRCHWOOD                                         ,BIRCHWOOD             ,AK,  , ,6/2/89,A, 
Z16 ,WASILLA                                           ,WASILLA               ,AK,  ,N,5/29/01,I, 
Z17 ,OPHIR                                             ,OPHIR                 ,AK,  , ,6/2/89,A, 
Z20 ,TUNTUTULIAK                                       ,TUNTUTULIAK           ,AK,  , ,6/2/89,A, 
Z22 ,WILLOW                                            ,WILLOW                ,AK,  , ,6/2/89,A, 
Z25 ,TRIPOD                                            ,ALEKNAGIK             ,AK,  , ,6/2/89,A, 
Z33 ,ALEKNAGIK                                         ,ALEKNAGIK             ,AK,  , ,6/2/89,A, 
Z35 ,ALEKNAGIK MISSION SCHOOL                          ,ALEKNAGIK             ,AK,  , ,1/28/03,I, 
Z37 ,SKELTON                                           ,EUREKA                ,AK,  , ,10/27/05,I, 
Z38 ,SKY HARBOR                                        ,ANCHORAGE             ,AK,  , ,10/25/07,I, 
Z40 ,GOOSE BAY                                         ,GOOSE BAY             ,AK,  , ,6/2/89,A, 
