date,state,city,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
1979-04-22,MI,LUDINGTON,Hurricane,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,49,15,null,null,3000,null,1,PIPER,PA28R180,null,PILOT FAILED TO EXTEND THE LANDING GEAR BEFORE TOUCHDOWN.
1979-02-10,CA,MOJAVE,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,52,3,null,null,300,null,1,AMTRRA,KR2,null,
1979-12-03,SD,SIOUX FALLS,Hurricane,Day,Greater than 10 miles,null,null,Engine Malfunction,27,300,null,null,6400,null,2,RKWELL,681,null,RIGHT ENGINE FAILED ON TAKEOFF, LANDED SAFELY AFTER GO AROUND. CAUSE OF PROBLEM UNKNOWN.
1979-08-31,MA,TEWKSBURY,Hurricane,Day,Greater than 10 miles,null,Full to Low Fuel,Controllable Collision With Ground,49,86,1,1,127,null,1,CESSNA,150,4635,PILOT CRASHED WHILE ATTEMPTING EMERGENCY LANDING. INVESTIGATION REVEALED FUEL TANKS EMPTY.
1979-02-10,WI,WAUKESHA,null,Day,6,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,41,114,null,null,114,null,1,CESSNA,150,null,AIRCRAFT STRUCK SNOWBANK ON SIDE OF RUNWAY AFTER LANDING.
1978-10-30,MT,PLENTYWOOD,null,Day,null,null,null,Engine Malfunction,26,23,null,null,23,null,1,CESSNA,152,null,PILOT HEARD LOUD KNOCKING, SAW SMOKE, THEN SHUT THE ENGINE DOWN. NO DAMAGE IN EMERGENCY LANDING.
1978-10-30,DC,WASHINGTON,null,Day,Greater than 10 miles,null,Failed to Follow Approved Procedure/Instruction,Other/Miscellaneous,21,96,null,null,96,null,1,CESSNA,172,null,STUDENT ON FIRST CROSS COUNTRY FLEW INTO DCA TCA.
1978-02-02,MO,NEW MADRID,null,Day,5,null,null,Propeller Malfunction or Failure,39,1000,null,null,9000,null,1,CESSNA,172,null,PILOT MADE AN EMERGENCY LANDING DUE SEVERE ENGINE VIBRATIONS. 8 INCHES OF A PROPELLER BLADE HAD BROKEN OFF.
1979-07-05,MN,CROOKSTON,Hurricane,Day,null,null,Landing Far Down / Land Area Overshot,Overshoot Landing,25,20,null,null,430,null,1,CESSNA,R182,null,PILOT LANDED TOO LONG AND FAST, APPLIED BRAKES, VEERED OFF RUNWAY, DAMAGED RIGHT WING AND PROP
1979-07-27,WI,ROCKWOOD,Hurricane,Day,4,null,Drank Alcoholic Beverage,Collision With Wires-Poles,47,665,29,29,895,null,1,CESSNA,172,1385,PLT UNABLE TO HOLD VECTOR HEADINGS, FLEW INTO PWR LINES & TREES. FOUND DRUGS, ALCOHOL ON BOARD.
1979-12-06,AZ,SHOW LOW,Light Snow,Dawn,Greater than 10 miles,1,Failed to Avoid Ground or Water Collision,Collision With Trees,50,930,43,43,1365,null,1,BEECH,V35B,930,AIRPLANE WAS OBSERVED SKIMMING TREE-TOPS THREE MILES FROM RUNWAY. CAUSE OF CRASH UNKNOWN.
1979-03-24,WA,WASHOUGAL,Hurricane,Day,Greater than 10 miles,null,null,Forced Landing,40,48,null,null,225,null,1,PIPER,J3C65,2362,FORCED LANDING DUE TO ENGINE FAILURE. NO REASON FOR FAILURE COULD BE FOUND EXCEPT FOR A LOW IDLE SPEED.
1979-04-01,IL,WHEELING,Hurricane,Night,2,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,54,600,null,null,2500,null,2,RKWELL,690,null,IN DARKNESS AND RAIN, PILOT MISSED THE TURN ONTO THE TAXIWAY. LEFT MAIN SANK INTO A SOFT AREA, PROP STRUCK RUNWY
1979-09-03,MI,FLINT,Light Snow,Day,Greater than 10 miles,null,null,Forced Landing,null,180,31,600,1652,null,1,HUGHES,269,1050,PILOT WAS DROPPING SMALL ADVERTISING PARACHUTES. PIECES OF PARACHUTE ENTANGLED IN BELT DRIVE ASSEMBLY.
1978-11-08,NJ,TETERBORO,Hurricane,Night,null,null,null,System Malfunction or Failure,null,null,null,null,802,null,1,PIPER,PA28181,null,FLIGHT RETURNED DUE TO SMOKE IN COCKPIT. FUND OIL IN AIRCRAFT HEATER TO BE THE CAUSE.
1979-01-02,WA,KENT,Hurricane,Day,Greater than 10 miles,null,Miscellaneous Misuse - Fuel System,Controllable Collision With Ground,37,78,27,27,78,null,1,CESSNA,172,195,FUEL SELECTOR WAS FOUND IN THE PARTIALLY CLOSED POSITION. AIR COULD NOT BE BLOWN THRU THE FUEL SELECTOR.
1978-05-27,IA,MASON,Hurricane,Day,5,null,Blown Over By Strong Wind,Blown Over (Wind Only),41,850,null,null,1700,null,1,CESSNA,175,null,CRAFT TURNED INTO WIND WAS HIT BY STRONG GUST OF WIND. DAMAGE TO PROP AND WINGTIP.
1979-01-21,GA,WILLIAMSON,Fog,Day,4,null,Failed to Correct for Drift,Collision With Trees,48,175,170,819,15920,null,2,DOUG,DC3,69900,AIRCRAFT LANDED IN STRONG CROSSWIND ON WET GRASS. AIRCRAFT VEERED OFF RUNWAY INTO TREES.
1979-05-21,MT,BELGRADE 95 MI,Hurricane,Dusk,Greater than 10 miles,null,null,Controllable Collision With Ground,23,190,20,20,190,null,1,AMTRRW,SCORPION1,190,ENGINE STOPPED DUE TO FUEL CONTAMINATION. CRASHED IN RIVER. HOME FUEL STORAGE A FACTOR.
1979-03-06,IN,SOUTH BEND,null,Day,5,null,Improper Operational Brake - Flight Control-Ground,Wake Turbulence - Vortex,63,null,null,null,null,null,1,CESSNA,140,null,LOSS OF DIRECTIONAL CONTROL ON ROLLOUT. PROBABLE WAKE TURBULENCE FROM DEPARTING DC9.
1979-02-03,CA,CRESCENT CITY,Light Snow,Day,7,2,Failed to Avoid Ground or Water Collision,Missing Aircraft,45,null,null,null,13300,null,2,PIPER,PA23,null,ON DME APPROACH. REPORTED GOING DOWN IN OCEAN. NO TRACE OF AIRPLANE AND OCCUPANTS.
1979-04-03,CA,BURBANK,null,Dusk,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Airport Hazard,59,700,null,null,1000,null,1,MOONEY,M20F,null,PILOT TAXIED INTO CURB ON AN UNLIGHTED RAMP.  INSTRUCTOR ONBOARD, NO BRAKES ON HIS SIDE.
1979-04-03,OH,MILLBURY,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,33,23,null,null,23,null,1,PIPER,PA28151,null,STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
1979-09-04,AZ,CASA GRANDE,Hurricane,Day,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Stall,58,101,18,56,9357,null,null,SCWZER,SGS126D,4240,PILOT ALLOWED AIRCRAFT TO GET TOO SLOW AND CRASHED IN ROUGH TERRAIN WHILE MAKING AN OFF-AIRPORT LANDING.
1979-04-03,CA,IRWINDALE,Hurricane,Night,10,null,null,Forced Landing,58,700,null,null,700,null,1,BBAVIA,7,null,ENGINE STOPPED DUE TO A BROKEN EXHAUST VALVE.
1978-04-12,IN,EVANSVILLE,Light Snow,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,44,230,null,null,750,null,1,CESSNA,210,null,FORCED LANDING AFTER FUEL EXHAUSTION. GAUGE FOUND INACCURATE
1979-02-10,MI,AU GRES,Hurricane,Day,Greater than 10 miles,null,Failed to Advise Unsafe Airport Conditions,Collision With Airport Hazard,23,4,null,null,110,null,1,PIPER,PA28140,null,AIRCRAFT LANDED ON DEEP PACKED SNOW BUT BROKE THROUGH, DAMAGING PROP AND COWLING. NO NOTAM WAS ISSUED.
1978-07-03,CA,LAKEPORT,Hurricane,Dusk,null,null,Pilot Incapacitated (Excludes Alcohol),Other/Miscellaneous,62,null,null,null,null,null,1,CESSNA,150,null,PILOT HAD HEART ATTACK AFTER LANDING AND BEFORE REACHING THE TIE DOWN AREA.
1979-04-22,MN,MAPLE PLAIN,Hurricane,Day,Greater than 10 miles,null,Miused Carburetor Heat / Deicing Procedure,Collision With Wires-Poles,36,91,null,null,697,null,1,BLANCA,7,null,PILOT PRACTICING EMERGENCY LANDING, HIT WIRES DURING PULL UP. ENGINE SLOW TO RESPOND DUE TO NON-USE OF CARB HEAT.
1978-11-28,LA,LAKE CHARLES,Whirlwind,Day,null,null,Inadequate Inspection of Aircraft - Preflight,Forced Landing,26,44,null,null,44,null,1,CESSNA,150,null,LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.
1979-08-12,AR,EL DORADO,Hurricane,Night,null,null,Unauthorized Action,Uncontrollable Collision With Ground,19,null,null,null,null,null,1,CESSNA,182,632,ACFT WAS STOLEN BY THREE NON-PILOT TEENAGERS. ACFT CRASHED ON RUNWAY JUST AFTER LIFTOFF. FACTOR: UNSKILLED PILOT
1979-08-12,TX,CLEBURNE,Hurricane,Day,Greater than 10 miles,null,null,Stall,46,10,5,5,350,null,1,CESSNA,177,2359,ENGINE FAILED AFTER TAKEOFF. PILOT STALLED ATTEMPTING EMERGENCY LANDING. FUEL VENTS CLOGGED.
1979-03-14,IN,INDIANAPOLIS,Wind,Day,Greater than 10 miles,null,null,Gear Collapse,22,400,80,null,2200,null,2,CESSNA,402,5223,RIGHT GEAR COLLAPSED ON TOUCHDOWN, SUSPECT IMPROPER RIGGING
1979-03-15,CA,HOLLYWOOD,Hurricane,Night,Greater than 10 miles,null,null,Other/Miscellaneous,38,450,null,null,8700,null,2,ISRAEL,1121,null,TIRE BLEW ON TAKEOFF, PILOT ABORTED
1979-03-15,NY,ROCHESTER,Light Snow,null,2,null,null,Forced Landing,30,100,null,null,3000,null,1,CESSNA,R182,23,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER PARTICLES IN FUEL
1979-03-15,TX,TOMBALL,Hurricane,Day,10,null,null,Loss of Directional Control - Ground Loop,40,25,null,null,1200,null,1,GRTLKS,2,null,AIRCRAFT RAN OFF SIDE OF RUNWAY ON ROLL OUT. FOUND TAIL WHEEL STEERING CHAINS BROKEN
1979-03-17,NY,JOHNSTON,Hurricane,Day,null,null,Failed to Avoid Objects or Obstructions,Gear Collapse,52,400,null,null,6000,null,2,BEECH,B95,null,NOSE WHEEL STRUCK SOFT SPOT IN SOD TAXIWAY. NOSE GEAR COLLAPSED.
1979-08-15,MN,CAMPBELL,Light Snow,Day,Greater than 10 miles,null,Poor Preflight Planning - Aircraft Performance,Nose Up or Over,22,13,13,23,277,null,1,GULSTM,G164,3000,ATTEMPTED TAKEOFF WITH FULL SPRAY & FUEL LOAD. UNABLE TO LIFT OFF. ABORTED, RAN OFF END RWY. FLIPPED OVER.
1979-03-17,NC,MEBANE,Hurricane,Day,null,null,Improper Level Off,Hard Landing,41,12,null,null,110,null,1,PIPER,PA28140,null,HARD LANDING BROKE OFF NOSE GEAR.
1979-03-17,VA,WAVERLY,Hurricane,Day,Greater than 10 miles,null,Lost On/Off Course - VFR ,Forced Landing,25,9,null,null,148,null,1,GULSTM,AA1B,null,NOSE GEAR BROKE OFF DURING LANDING IN FARM FIELD.
1979-03-17,OH,GALLOWAY,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,41,7,null,null,395,null,1,LUSCOM,8,null,AIRCRAFT NOSED OVER AFTER LANDING ON SOD.
1979-03-21,OH,XENIA,Light Snow,Night,10,null,Operational Gear Control Failed,Wheels - Up Landing,29,220,null,null,450,null,1,PIPER,PA24,null,PILOT FORGOT TO LOWER GEAR BEFORE LANDING
1979-04-20,WV,CHARLESTON,Weather Non-Factor,Day,null,null,null,Airframe Failure - In Flight,43,2600,null,null,4100,null,2,BEECH,200,null,EXPLOSIVE DECOMPRESSION AT 13000 FEET WHEN LEFT SIDE WINDOW BROKE OUT.  .
1979-03-14,TN,NASHVILLE,Hurricane,Day,Greater than 10 miles,null,null,Wheels - Up Landing,44,300,null,null,300,null,1,PIPER,PA28R200,null,LANDED GEAR UP AFTER ELECTRICAL FAILURE
1979-02-27,IN,BLOOMINGTON,null,Day,7,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,19,11,null,null,39,null,1,BEECH,C23,null,AIRCRAFT VEERED INTO SNOWBANK AFTER TOUCHDOWN, STUDENT HAD NOT TALKED TO TOWER BEFORE LANDING.
1979-02-27,CA,SANTA ANA,Hurricane,Night,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,41,400,null,null,800,null,1,CESSNA,177,null,LANDED WITH GEAR UP AFTER SHOOTING PRACTICE APPROACH.
1979-07-19,WI,POUND,Hurricane,null,null,null,null,null,null,null,null,null,null,null,1,CESSNA,172,null,
1979-07-20,FL,NAPLES,Unknown,null,null,null,Other/Miscellaneous,Undetermined,null,null,null,null,null,null,2,PIPER,PA31,4461,STOLEN AIRCRAFT FOUND ABANDONED IN FIELD. HAD BEEN SET ON FIRE AND BURNED.
1979-03-02,CA,LANCASTER,null,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,32,90,null,null,1500,null,2,CESSNA,310,null,GEAR RETRACTED ON ROLLOUT INSTEAD OF FLAPS.
1978-10-21,AK,YAKUTAT,Fog,Day,null,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,20,null,null,null,600,null,1,CESSNA,206,null,AIRPLANE CAUGHT BY A WIND GUST AFTER LANDING.
1979-03-03,CA,PALMDALE,null,Day,null,null,null,Airframe Failure - On Ground,null,null,null,null,null,null,3,DOUG,DC1010,null,TIRE CAME OFF DUE TO FAILED RIM.
1979-03-03,AL,FORT PAYNE,Hurricane,Day,5,null,null,Overshoot Landing,22,11,null,null,68,null,1,GULSTM,AA5B,null,PILOT ELECTED TO LAND DUE TO WEATHER. LOST BRAKING ACTION AFTER GOING THROUGH WATER AND RAN OFF RUNWAY END.
1979-03-03,VA,ROANOKE,Hurricane,Day,10,null,null,Gear Collapse,24,null,null,null,null,null,2,CESSNA,310,null,NOSE GEAR PARTIALLY EXTENDED FOR LANDING. NOSE GEAR INTERMEDIATE GEAR DRIVE TUBE ASSEMBLY PN0813300-54 FAILED.
1979-07-24,NV,RENO,Hurricane,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,49,38,8,308,450,null,1,CESSNA,210,1079,PILOT ALLOWED ACFT TO PORPOISE AFTER A HARD LANDING. STATED REAR SEAT PASSENGER INADVERTENTLY PUSHED HIM FORWARD.
1979-07-24,CA,LONG BEACH,null,Day,8,null,null,Controllable Collision With Ground,33,202,20,150,3756,null,1,RKWELL,112,867,ENGINE QUIT DURING INITIAL CLIMB FROM TOUCH AND GO. FOUND FOREIGN SUBSTANCE IN FUEL INJECTOR SYSTEM.
1979-07-02,TX,BEAUMONT,Light Snow,Night,5,null,Other/Miscellaneous,Hard Landing,null,null,null,null,null,null,1,CESSNA,152,170,AIRCRAFT WAS STOLEN DURING THE NIGHT. IT WAS FOUND BESIDE THE RUNWAY THE NEXT MORNING.
1979-03-02,NY,SARANAC LAKE,Hurricane,Day,Greater than 10 miles,null,Unsuitable Terrain Snow/Ice Area,Loss of Directional Control - Ground Loop,44,500,null,null,8100,null,2,SWRNGN,SA226T,null,WHILE TAXIING ON ICY SURFACE,THE AIRCRAFT SLID SIDEWAYS CONTACTING SNOWBANK WITH PROP.
1979-03-03,NY,SIDNEY,Hurricane,Day,null,null,null,Gear Collapse,46,18,null,null,260,null,1,PIPER,PA24260,null,LANDED WITH GEAR PARTIALLY EXTENDED.  GEAR MOTOR CIRCUIT BREAKER TRIPPED.
1979-03-03,MD,CLINTON,null,Day,null,null,Improper Level Off,Other/Miscellaneous,33,1700,null,null,4750,null,1,CESSNA,172,null,AUTOMOBILE DRIVER COMPLAINED ABOUT AIRCRAFT BEING TOO LOW CROSSING ROAD ON APROACH END OF RUNWAY.
1979-03-03,UT,VERNAL,Hurricane,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,43,720,null,null,888,null,1,MOONEY,M20F,null,RETRACTED GEAR INSTEAD OF FLAPS ON ROLLOUT.
1979-03-03,PA,WEST MIFFLIN,Hurricane,Day,7,null,Improper Level Off,Hard Landing,25,9,null,null,57,null,1,GULSTM,AA5A,null,AIRCRAFT LANDED NOSE LOW AFTER BOUNCE. PROP STRUCK RUNWAY.
1979-03-04,CO,ENGLEWOOD,Hurricane,Day,Greater than 10 miles,null,Miscellaneous Unsafe Actions - Starting Engine,Collision With Other,36,100,null,null,600,null,1,CESSNA,2105,null,PLANE STARTED MOVING AFTER BEING STARTED WITH JUMPER CABLES. STRUCK PARKED PLANE
1979-03-04,NM,ALBUQUERQUE,Hurricane,Day,null,null,Control Interference By Passenger/Crew,Loss of Directional Control - Ground Loop,48,8,null,null,84,null,1,PIPER,PA28150,null,PASSENGER HAD HIS FEET ON RUDDER PEDALS DURING ROLLOUT CAUSING LOCK ON CONTROLS
1979-03-06,IL,LOCKPORT,Hurricane,Night,6,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,39,250,null,null,3000,null,1,CESSNA,T210M,null,ZD ZW LOST DIRECTIONAL CONTROL AFTER LANDING ON SNOW COVERED RUNWAY AT NIGHT. RUNWAY LIGHTING INOPERATIVE.
1979-03-06,AK,ANIAK,Hurricane,Unknown,null,null,null,Propeller Malfunction or Failure,50,1200,null,null,4000,null,1,CESSNA,U206D,null,SEVERE VIBRATION AND OIL ON WIND SCREEN AT CRUISE. LOST 12 INCHES OF PROP BLADE. PROBABLE IMPROPER DRESSING.
1979-03-07,FL,TALLAHASSEE,Hurricane,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,21,20,null,null,60,null,null,PIPER,PA28/,null,AIRCRAFT TAXIED INTO PARKED 6704E CAUSING MINOR DAMAGE TO WING LIGHT AND RUDDER
1979-03-07,ID,HAILEY,null,Day,Greater than 10 miles,null,Operational Gear Control Failed,Wheels - Up Landing,56,300,null,null,8000,null,2,CESSNA,T310P,null,GEAR SWITCH PUT IN CENTER OFF POSITION FOR LANDING. STUDENT AND INSTRUCTOR LANDED GEAR UP
1979-07-04,MN,EVELETH,Hurricane,Day,Greater than 10 miles,1,Improper Operation of Flight Controls in Air,Uncontrollable Collision With Ground,30,1098,null,null,null,null,1,BLANCA,7,null,ACFT WAS OBSERVED TO MAKE A STEEP U-TURN THEN NOSE DIVE INTO THE GROUND. FACTORS: NO PILOT CERTIFICATE. LOSS OF CTL
1979-07-04,TX,KELLER,Hurricane,Day,Greater than 10 miles,null,Downwind Takeoff or Landing,Loss of Directional Control - Ground Loop,25,5,5,67,136,null,1,CESSNA,172,1278,LANDED DOWN WIND,VEERED OFF SIDE OF RUNWAY INTO A ROW OF T HANGARS AND PARKED AIRCRAFT.
1979-07-07,CT,HARTFORD,Hurricane,Day,null,null,Improper Operational Brake - Flight Control-Ground,Collision With Runway/Approach Lights,44,10,null,null,87,null,1,CESSNA,172,null,PILOT INADVERTENTLY HAD TOE BRAKES ON DURING TOUCHDOWN, AIRCRAFT VEERED OFF RUNWAY, HIT RUNWAY LIGHTS.
1979-02-08,TN,SPRINGFIELD,Hurricane,Day,3,null,Aircraft Improperly Aligned With Runway,Collision With Other,null,186,null,null,2620,null,2,RKWELL,680,null,PILOT FAILED TO LAND ON CENTER OF CLEARED RUNWAY CAUSING DAMAGE TO LANDING GEAR.
1979-02-08,MO,CHESTERFIELD,Hurricane,Day,Less than 1 mile,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,55,150,null,null,3300,null,2,BEECH,58,null,ABORTED TAKEOFF AFTER RUNNING OFF SIDE OF RUNWAY. PILOT LOST RUNWAY REFERENCE.
1979-02-08,CT,DANIELSON,null,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,33,10,null,null,18,null,1,PIPER,PA28R200,null,HARD LANDING CAUSED AIRCRAFT TO RUN OFF SIDE OF RUNWAY.
1979-02-08,PA,PHILADELPHIA,Hurricane,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,57,602,null,null,932,null,1,BEECH,35,null,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT.
1979-02-09,KY,LOUISVILLE,Light Snow,Day,10,null,null,Other/Miscellaneous,46,2000,null,null,2500,null,2,PIPER,PA39,null,TIRES BLEW AFTER LANDING WITH FROZEN BRAKES.
1979-06-06,WI,BURLINGTON,Hurricane,Day,3,null,Failed to Avoid Aircraft - Both Airborne,Midair Collisions (Both in Flight),44,2,2,10,1573,null,1,PIPER,PA32R300,687,STRUCK OTHER ACFT FROM ABOVE WHILE BOTH ON FINAL. NEITHER PILOT WAS AWARE OF OTHER AIRCRAFTT IN PATTERN.
1979-06-06,WV,CHARLESTON,Thunderstorm,Night,7,null,Landing Far Down / Land Area Overshot,Overshoot Landing,null,null,null,null,null,null,4,DOUG,DC6,null,LANDED LONG. TRIED TO STOP BY REVERSING ENGINES. UNSYMMETRICAL REVERSE. VEERED OFF END RWY. CRASHED DOWN ENBANKMENT
1979-06-06,AZ,TUCSON,Unknown,null,null,null,Failed to Avoid Ground or Water Collision,Controllable Collision With Ground,null,null,null,null,null,null,1,RKWELL,112,600,FOUND STOLEN AIRPLANE CRASHED IN DESERT. PILOT OF AIRPLANE UNKNOWN.
1979-02-10,TX,BELLVILLE,null,Day,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,26,31,null,null,35,null,1,CESSNA,150,null,PILOT LOST DIRECTIONAL CONTROL, RAN OFF SIDE OF RUNWAY INTO FENCE.
1979-06-07,WA,WENATCHEE,Fog,Night,10,null,null,Fire or Explosion - On Ground,null,350,2,165,2700,null,2,CESSNA,402,4815,ENG FIRE WAS NOTED AT TOUCHDOWN. PLT SECURED ENGINE. FIRE DEPT PUT OUT FIRE. FOUND LEAKING FUEL LINE.
1979-05-16,KY,LEXINGTON,Light Snow,Day,Greater than 10 miles,null,Improper Level Off,Gear Collapse,50,1600,null,null,7200,null,2,CESSNA,414,null,MAIN GEAR COLLAPSED ON ROLLOUT. BROKEN RETRACT ROD END RIGHT MAIN, BROKEN RETRACT ARM LEFT MAIN.
1979-06-07,CA,REEDLEY,null,Day,5,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,54,33,33,33,33,null,1,CESSNA,150,2474,STUDENT PILOT LOST DIRECTIONAL CONTROL OF ACFT DURING T/OFF ROLL. VEERED OFF RWY. HIT DITCH, FLIPPED OVER.
1979-02-10,TX,PLANO,Hurricane,Day,10,null,Operational Gear Control Failed,Wheels - Up Landing,40,null,null,null,2000,null,2,CESSNA,320,null,GEAR UP LANDING, PILOT FAILED TO CHECK POSITION OF GEAR AFTER SELECTING GEAR DOWN.
1979-02-10,CO,SEDALIA,Hurricane,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Collision With Wires-Poles,40,80,null,null,275,null,1,PIPER,PA22,null,AIRCRAFT STRUCK FENCE AT END OF RUNWAY DURING ATTEMPTED GO AROUND.
1979-04-24,FL,FORT LAUDERDALE,Hurricane,Night,5,2,Lost Control in Adverse Weather Conditions,Missing Aircraft,29,20,20,20,1500,null,null,PIPER,PA28/,4685,AIRCRAFT MISSING ON NIGHT, OVER WATER IFR FLIGHT. POSSIBLE LOSS OF CONTROL IN HEAVY RAIN & TURBULENCE.
1979-05-16,MN,OGEMA,Hurricane,Day,Greater than 10 miles,null,Failed to Correct for Drift,Nose Up or Over,41,608,60,60,1145,null,1,CESSNA,182,920,PILOT ALLOWED AIRCRAFT TO LIFT OFF PREMATURELY IN A GUST OF WIND. DRIFTED OFF RUNWAY. ABORTED. FLIPPED OVER.
1978-05-09,WY,GLENDO,Hurricane,Day,Greater than 10 miles,null,Unsafe Acts By Third Party,Forced Landing,38,2000,null,null,4200,null,1,HUGHES,269,null,FORCED LANDING AFTER LOSS OF THROTTLE CONTROL. THROTTLE LINKAGE WAS NOT PROPERLY SECURED.
1979-05-19,WV,HERRON,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,27,2,2,19,78,null,1,CESSNA,172,1175,PILOT ALLOWED STUDENT TO LAND AIRPLANE. AIRCRAFT VEERED OFF RUNWAY. A CONFLICT DEVELOPED OVER USE OF RUDDER.
1979-02-07,TX,WICHITA FALLS,null,Day,Greater than 10 miles,null,null,Loss of Directional Control - Ground Loop,45,300,null,null,12000,null,2,SWRNGN,SA226T,null,AIRCRAFT VEERED OFF RUNWAY ON LANDING. FOUND FLAT NOSE TIRE.
1979-12-04,KS,GARDEN CITY,Light Snow,Day,Greater than 10 miles,null,Failed to Maintain Adequate Rotor RPM,Stall,69,505,23,28,2505,null,1,HUGHES,269,268,PILOT ALLOWED ROTOR RPM TO GET LOW. WAS UNABLE TO REGAIN RPM BEFORE STRIKING THE GROUND.
1979-05-21,MN,GRAND RAPIDS,Hurricane,Day,Greater than 10 miles,null,Delayed Action in Aborted Takeoff,Nose Up or Over,62,165,11,11,2215,null,1,CESSNA,180,768,ATTEMPTED WATER TAKEOFF, COULD NOT LIFT OFF IN AREA, ABORTED TOO LATE, RAN UP ON BANK, FLIPPED OVER.
1978-05-27,MN,STEPHEN,Tornado,Day,null,null,Failed to Avoid Ground or Water Collision,Collision With Other,29,225,null,null,1300,null,1,AIRPTS,A9B,null,SPRAY PILOT WENT OVER POWER LINES, LET DOWN FOR SPRAY RUN AND BOUNCED OFF GROUND. LEFT MAIN GEAR BOLT BROKEN.
1979-11-07,TN,NASHVILLE,Light Snow,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,42,1100,null,null,1400,null,2,CESSNA,337,null,PIOT FORGOT TO LOWER GEAR BEFORE LANDING.
1979-12-15,OH,WEST MILTON,Light Snow,Day,7,null,null,Airframe Failure - In Flight,31,518,283,283,3998,null,1,HUGHES,269,1433,TAIL BOOM CENTER ATTACH FITTING FAILED IN FLIGHT DUE TO FATIGUE. CRASHED OUT OF CONTROL.
1979-02-04,CA,PALM SPRINGS,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,51,1000,null,null,1500,null,2,CESSNA,310,null,LEFT GEAR COLLAPSED ON ROLLOUT. FOUND FAULTY TORQUE TUBE ASSEMBLY.
1979-01-13,AZ,TUCSON,Hurricane,Day,null,null,null,Forced Landing,26,3,null,null,3500,null,1,BLANCA,8,null,PRECAUTIONARY LANDING MADE DUE TO SEVERE VIBRATION. PROPELLER HUB ASSEMBLY CRACKED PN D2201-17, ONE BLADE LOOSE.
