c5,remark
19740913039679A,"MOORED ACFT N4775C DESTROYED,TYPE N/R.WINDSHIELD FOGGED OVER,PLT TRIED TO WIPE CLR."
19740914028969A,"VBL WINDS,GUSTING TO 23K."
19740914028979A,HIT 3 FT BERM AT END OF RWY.
19740914028989A,
19740914029879A,
19740914030529A,TEN FOOT HIGH DIRT BANK PARALLEL TO RWY.
19740914030539A,COLLIDED WITH UNATTENDED PARKED ACFT PA-28 N55985 WHILE DEPT RAMP.
19740914030549A,"PLT HI ON FNL APCH,ACTVTD DRAG CHUTE NOT PREV FLT TESTD.HIT SUNFLOWERS SHORT OF RWY."
19740914031109A,PILOT LANDED ON GRAVEL ROAD ADJACENT TO PVT STRIP.
19740914031409A,PLT RCVD WX BRIEF DAY PRIOR TO ACDT.
19740914032359A,PLT LNDD IN MUDDY FLD.NO ENG MLFNCTN FND.
19740914034109A,
19740914034179A,"FORCED LNDG INTO TREES,DARK NIGHT.FUEL SELECTOR AD NOT COMPLIED WITH.NO DETENT ACTION."
19740914034189A,STUDENT PLT C/P ENDORSED FOR SOLO. ACFT HIT TREES ON MTN SLOPE ABT 11000 FT MSL.
19740914034879A,
19740914035659A,RAN OFF SIDE OF RWY INTO SAND.
19740914035839A,PLT HAD NOT FLOWN THIS TYPE ACFT PRIOR THIS FLT.
19740914037889A,"L TANK ABT HALF FULL,R EMPTY.1 TO 2FT HAY IN LDG AREA."
19740914038879A,PLT AWARE DC-10 PARKED PERPENDICULAR TO RWY.PLT THOUGHT 30FT ALT ABV JET EX VELOCITY SUFFICIENT.
19740915029469A,MIXT CTL INADVERTENTLY SHUT OFF.ATMTNG TO USE CARB HEAT.STRETCHING GLIDE TO CLR DITCH SHORT OF RWY
19740915029889A,LNDD ON SOD E OF RWY.
19740915029899A,ACFT STRUCK PWR LINE SUPPORT GUY WIRE.
19740915029909A,PLT THOUGHT LDG WAS ON DRY LAKE BED.
19740915029919A,
19740915029959A,NOSE WHEEL STRUCK A SOFT SPOT IN SOD.
19740915030559A,GND LOOPED TO KEEP FM GOING OFF END OF RWY INTO WATER.ACFT STRUCK BOULDERS.
19740915030569A,"PLT ATTMPTD STEEP ANGL CLMB OUT,LO ARSPD.TOO CLOSE BHND DPRTNG ACFT"
19740915030579A,LDG ON SANDBAR.
19740915031119A,ACFT 2.5 MO BEYOND ANNUAL INSP PERIOD.
19740915031129A,"THROTTLE QUADRANT CTL KNOBS IDENTICAL EXCEPT FOR COLOR.TURNING BACK,UN TO COMPLETE TURN,HIT HANGAR"
19740915031419A,SHERIFF LOW ALT SURV FLT. ACFT HIT POWER WIRES 150 FT AGL IN DESERT.NO VISUAL MRKRS ON WIRES.
19740915031429A,ROLLED INTO MILO FLD.
19740915031439A,"1ST SOLO APCH,PLT CONCENTRATED UPON RWY DID NOT SEE FENCE OR FENCE POST."
19740915033319A,PLT DIDNT APPLY FULL RICH MIXTURE AND OR CARB HEAT.
19740915034889A,BOUNCED LNDG PLT PUSHED NOSE FWD HIT ON NOSE GR.
19740915034899A,ACFT HIT POWER LINES ACROSS HIWAY. DENSE GRND FOG IN AREA.
19740915036229A,"TORQUE PLATES P/N 75-16 INSTLD IN REVERSE PSN.STRUCK CESSNA N5401Q,MINOR DMG."
19740915038889A,PLT RAISED TAIL TOO SOON UN CORRECT FOR CROSS WIND.HIT GUARD RAIL AND CONT DWN INTO A RAVINE.
19740916031449A,
19740916031459A,PILOT SELECTED EMPTY FUEL TANK
19740916033329A,
19740916036989A,L REAR BOTTOM MOTOR MOUNT BENT.
19740917030589A,WEST WIND TKOF N AFTR LDG PLT NOTED SW WIND.
19740917030599A,R WG HIT PARKED FUEL TRUCK.
19740917030609A,WIND GUSTING 15K.
19740917031469A,"UNSURE OF POS,ATTMPTD LDG ON HIWAY.HIT TELEPHONE POLE."
19740917032369A,L LDG GR SEPN. MISSING TORQUE LINK BOLT OR NUT NOT RECOVERED.
19740917032379A,"AIR INTK FLTR SEAL LODGD IN FUEL INJCTOR SERVO VENTURI. PLT LND ON ROAD,HAD TO AVOID AUTO TRAFFIC."
19740917032389A,"DRIFTED OFF RUNWAY,TOUCHED DOWN ON GRASS,SKIDDED OVER EMBANKMENT AT END OF RUNWAY."
19740917034199A,NON-INSTRMNT RTD PLT ATTMPTD DSCNT THRU OVRCST ON DRK NITE OVR DESERT AREA-WAS TOLD VFR NOT ADVSD-
19740917035669A,
19740917037649A,"PLT RCVG RADAR VECTORS.UN TO MNTN VFR,ATMTD TO CLIMB TO VFR CONDITIONS ON TOP."
19740917039689A,NO MALFUNCTION FOUND IN LDG GR AND SYSTEM.
19740918031479A,"TELEPHONE AND POWER LINES,IP ATMTD GO UNDER WIRES.HIT TELEPHONE LINE BLO WIRES."
19740918031879A,ACFT MFR JULY. BEECH SVC LTR 0655-362 DATED AUG RQR INSTL EXTERNAL GNDNG STRAP ON STROBE NOT DONE.
19740918031889A,FORCED TO LND OFF ROAD DUE TRAFFIC.
19740918033339A,AGITATOR PROPELLER FAILED AND CUT FUEL LINE.
19740918034209A,TAILWHEEL COLLAPSED.
19740918037659A,NOSE GR DMGD INITIAL CTC.
19740919031489A,ATTMPTD LOW ALT WING OVER.
19740919031499A,CHECK PLT- CERTIFICATE PREVIOUSLY SUSPENDED.
19740919031509A,"CIRCLED FARM FLD TO BE SEEDED,DRG ENTRY OF SWATH RUN ACFT STALLED.L WING HIT TREE.25HRS AG TIME."
19740919031899A,ENG FAILURE OVR OCEAN.ACFT NOT RCVRD.
19740919032399A,
19740919033349A,DRG TURN AROUND LDG LGT WENT OUT.WHILE REACHING FOR LGT SWITCH L WING HIT GND.
19740919034909A,LDG GEAR SWITCH IN UP POSITION ON TKOF RUN.
19740919034919A,T/D IN VERY SHORT ASPHALT AREA BFR RWY.
19740919035679A,STRUCK TREE CONT FLT TO NORTH HUNTSVILLE ARPT.
19740919036239A,ACFT 147.5LB OVR GROSS WGT.
19740919036789A,ACFT CONSUMED BY FIRE.2 CABLES HIT.PLT DSCND BLO MDA ON 3RD VOR APCH.
19740919038109A,WRECKAGE 3.45MI PRIOR TO FAF.2ND APCH.
19740919040419A,INVESTIGATION UNDER JURISDICTION OF GOVT OF MEXICO.
19740920030619A,ACFT STRUCK TREES.TERRAIN RISE GREATER THAN ACFT RATE OF CLIMB.DENSITY ALT ABT 5700 FT.
19740920032409A,
19740920033359A,REMAINS OF RAT NEST FND IN CARB AIR INLET
19740920035079A,"MISSED 2ND ILS,SAW HIWAY,ATMTD LDG.STRUCK BRIDGE."
19740920035089A,UNEVEN TERRAIN.MANEUVER TO AVOID HEAVY EQMT.
19740920036249A,"ENTERED L BANK,UN TO RECOVER.FAILURE OF GLUE-LINE IN WING SPAR JOINT.GUSTS TO 30K.LT TURBC."
19740920036799A,INVESTIGATION UNDER THE JURISDICTION OF THE GOVT OF CANADA.
19740920038359A,"ENG VW1200.THROTTLE CTL UNDAMAGED,THROTTLE CTL WIRE WAS DISCONNECTED.AUTOMOTIVE TYPE CONNECTION."
19740920039269A,"RCVD ASSIST FM PHL TWR.PASSED OVR ARPT.PLT RPTD GND IN SIGHT,DESCENDED TO FIND ARPT."
19740921031519A,LNDD IN A PASTURE STRUCK A WASH OUT.
19740921031529A,"PLT FAILD TO CLR ENG ADQTLY DRNG DSCNT.LND SHORT OF RNWY,RAN INTO DITCH."
19740921031539A,
19740921031549A,COTTON FLD.
19740921031559A,VELCRO SEALING STRIPS OVER DEFLATION PANEL OPENED ALLOWING BAG DEFLATION.
19740921031909A,WHEEL EQUIPPED. TREES R SIDE OF GLIDER GRND LINE
19740921032419A,WIND GUST LIFTED ACFT OFF GND.
19740921032429A,FLARED IN 200FT WIDE AREA.DRIFTED INTO TREES.
19740921032439A,VW 1100CC ENG.ACFT IN STEEP L TURN.
19740921032449A,
19740921032939A,MISUSED HEEL BRAKES.
19740921033369A,PLT NOT SIGNED OFF FOR SOLO IN TYPE ACFT. BLOOD ALCOHOL LEVEL 0.223 PCT. LOST CTL IN LOW ALT TURN.
19740921033379A,LND HARD & PORPOISED.
19740921033389A,
19740921034219A,FLOAT EQUIPPED ACFT HIT SUBMERGED SAND BAR.PLT MADE PREV LOW PASS.
19740921034229A,WIND GUSTING 30K. STRUCK LOW BRUSH.
19740921035689A,
19740921036259A,"AUX FUEL TANKS FULL.L MAIN EMPTY,R MAIN APRX 2 CUPS OF FUEL."
19740921039279A,"43 HRS SINCE NOSE GEAR FORK REPLACED.SHIMMIED ONLDG ROLL,STEERING ROD SEPARATED.WING,PROP HIT RWY."
19740921039289A,PLT LOST DIRECTIONAL CONTROL BECAME AIRBORNE AT SLO SPEED.TURNED AND UNABLE CLIMB OVER TREE.
19740922029929A,"PLT OVER ROTATED,TAIL HIT RWY. SWERVED L INTO PARKED LUSCOMBE,N1984B,SUBSTL DMG."
19740922031139A,"HOPPER TANK PROP BLADE FAILED,PT.NR.64154-00- PIECE SEPARATED ENG FUEL LINE.LND IN TALL CORN."
19740922031919A,STRUCK UNATTENDED PARKED AIRCRAFT.SUB DMG PIPER N56616.PLT ATTN DIVERTED TO HOLE IN TAXIWAY.
19740922031929A,
19740922032459A,"LANDED DOWNWIND,COULD NOT STOP,ATTEMPTED GO-AROUND.COLLIDED WITH BRUSH BEYOND END OF RWY."
19740922032469A,DEER RAN ACROSS RWY
19740922032479A,UNLIGHTED GRASS STRIP.
19740922032489A,"HIT STINSON N908D,MINOR DMG.WIND GUSTING 25K."
19740922033399A,NO RECORD OF APPROVAL OF ACFT RET TO SRVC AFTR ENG REMOVAL & INSTALL BY NON-CERT MECH.
19740922034239A,HIT DIRT MOUND. BIENNIAL FLT REVIEW.
19740922035099A,BRAKES CKD OK.HIT APPLE TREE ON L SIDE OF RWY.
19740922035699A,PILOT STATED HE WAS ABORTING TAKEOFF AFTER BECOMING AIRBORNE.B-727 DEP 3 MIN BFR.TWR WARNED PLT.
19740922036269A,BLOOD ALCOHOL LVL 165 MG PCT.ACFT STRUCK GND IN A SLT NOSE DWN L WING LO ATTITUDE.
19740922038119A,LOST CTL TRYING TO RET TO FLD.
19740922040999A,NUMEROUS DRAINAGE DITCHES IN FLD.FUEL GAUGES INDICATED ABT 1/2 FULL WHEN TANKS ALMOST EMPTY.
19740922044059A,PLT ABORTED TKOF DUE SUSP ENG MAL.ENG SURGE AND R ENG MANIFOLD PRESS DROPPED.
19740923029939A,CROSSED DITCH CONT ONTO A PUBLIC STREET.
19740923032499A,SECOND LDG ON FIRST SOLO FLT. ACFT PORPOISED.
19740923033409A,WIND GUSTING 12K. NO FAA RECORD OF PLT CERT.
19740923033419A,LOST CTL AFTER BOUNCED LDG.
19740923033429A,RAN OFF EDGE OF RWY.HIT MANHOLE PROTRUDING 4-6IN ABOVE GND.
19740923034249A,HIT CHAIN LINK FENCE.
19740923036809A,"PLT EST ALT ABV GLIDE PATH,EXECUTED 360 TURN TO LOSE ALT.AT 270 PSN,DTRMND UNABLE TO MAKE ARPT."
19740923044069A,"IP ALLOWED STUDENT TO TURN INTO RISING TERRAIN.ACFT UN CLIMB,IP TOOK CTLS.DENSITY ALT 5500FT."
19740924030629A,GRAVEL BAR SHORTENED TO ABT 650 FT DUE RISING WATER. ACFT RAN INTO RIVER.
19740924030639A,
19740924032509A,ON TAKE-OFF ROLL ACFT RT WING STRUCK HEDGES ALONG SIDE OF RNWY.ACFT PARKED CLOSE TO OTR SIDE.
19740924032949A,ACFT STRUCK UNK OBJECT.
19740924032959A,"RAN OFF END OF RUNWAY INTO ROUGH TERRAIN,COLLAPSED NOSE LANDING GEAR.GRAVEL OVERRUN."
19740924033439A,"LNDD IN LIGHTED PARKING LOT,HIT ELECT WIRE."
19740924033449A,"EXCESSIVE ENG OIL,DIRTY CARB,CRACKED MAG.HIT BARBED WIRE FENCE."
19740924034259A,CLRD FOR VECTORS TO ILS APCH AT ABILENE.LOST CTL.L WG FAILED JUST BFOR IMPACT.
19740924034269A,"FLOAT EQUIPPED.HIT PARKED STINSON N569C,SUBSTL DMG.GUSTING TO 20K."
19740924038129A,"TKOF FRM TRAILER,SKID SHOE LODGED IN TRAILER TRACK."
19740924040989A,"HYD LEAK,LDG GEAR WAS NOT LOCKED DOWN."
19740925031939A,L WG HIT CORN.
19740925033459A,STRUCK MOUND OF DIRT ADJ TO RWY.
19740925034279A,"SPOTTING ELK.LOST CTL DRG TURN-AROUND,ABT 9200FT MSL."
19740925035709A,"FUEL EXH,EMERG LDG IN CORN FLD.PRACTICE CROP CTL WITH WATER."
19740925035719A,
19740926029949A,UN RETRACT FULL FLAPS. GUSTING TO 24K.
19740926030649A,PLT PULLED ACFT OFF LOW SPD TO PREVENT HITTING DIKE.SOFT RWY FROM RECENT HEAVY RAINS.
19740926031569A,
19740926031579A,
19740926031949A,SPRAYING PEANUTS.
19740926032519A,12FT WIDE RWY.BORDERED BY FURROWS.
19740926032969A,RECOVERY DATE 092774.UNAUTHORIZED FLT.PLT BLOOD ALCOHOL LVL 0.117 PCT.
19740926032979A,PLT ENCOUNTERED SEVERE DOWNDRAFT ON APCH TO SAND BAR.
19740926032989A,ACFT SUSTND PROP AND NOSE GR DMG DRNG HRD LNDG
19740926033469A,PREV FLT EXP IN TRI-GR ACFT.
19740926033479A,RAN OFF SIDE OF RWY INTO PLOWED GND.
19740926033489A,DIVERTED ATTN WHILE SPOTTING DEER AT LOW ALT.
19740926036279A,"R ENG FEATHERED,NOT SECURED.HI SPD BREAKUP.INVEST JURISDICTION GOVT OF PAKISTAN."
19740926036999A,"PLT RPTD R ENG SHUT DWN,GR HANGING OUT.PLT SURE HE COULD NOT MAKE ARPT GOING TO LND IN A FLD."
19740926037369A,PLT RET TO HOME BASE AFTER INCOMPLETE INST CK.
19740926040429A,MIXT CTL IN AUTO LEAN.
19740926042351A,PLT ATTN DIVERTED TO HIGHWAY.L LDG GR CONTACTED L WING OF N20271.
19740926042352A,
19740927001589A,"GUSTY X-WIND.CONTACTED HIGH WEEDS,ROUGH GND,POTHOLE NEXT TO RWY.WING HIT GND."
19740927031149A,
19740927031959A,"AERODUCT AIR INTK HOSE P/N 2070.4 TRNS OF RNFRCNG WIRE TORN LOOSE INSIDE,HOSE CLLPSD.ACFT TT 80HRS"
19740927032529A,PROP BLADE FAILED ABT 3 IN FROM BUTT END.ENG ALSO SEPARATED.
19740927032539A,WITNESS RPTD WX DETERIORATED TO CLG ABT 150FT VIS LESS THAN 1/2 MI.ACFT ON RTRN APCH.
19740927032549A,
19740927032999A,"CROSSWIND VERT LIFT TO HOVER,LOST CTL.GUSTS TO 27K."
19740927033009A,
19740927033499A,NOSE GR CTCTD SOFT SPOT WHICH CONCEALED STONES.
19740927033509A,FLAPS NOT USED ON SHORT FLD LDG. PLTS 3RD APCH.
19740927034289A,SHORT STRIP.
19740927036289A,TOUCHED DOWN ON RIVER SAND BAR & BOUNCED INTO RIVER. L FUEL CAP NOT VENTED.
19740927037669A,"LOST ON TOP OF OVRCAST AT SEA.DF STEER TO ISLAND,RAN OUT OF FUEL,DITCHED AT SEA.INJ INDEX PRESUMED"
19740927039299A,PLT BLOOD ALCOHOL LVL 246 MG PCT.
19740927043909A,"FUEL SEL ON AUX TANKS.R ENG QUIT,PROP NOT FEATHERED.HIT PWR LINES,POLE,HOUSE."
19740928030659A,
19740928030669A,PILOT ATTMPD LDG ON SHORT BEACH.HIT ABT 100 FT SHORT IN HI BRUSH & LOGS.
19740928032559A,"TURBC DUE TO BLDGS ADJ RWY. T/D IN R SKID,SWERVE R,OFF RWY.GUSTS TO 30K."
19740928032569A,UNSAFE DWN IND INFLT.USED EMERG GR CRANK.LNDD AFTER GND OBSVR INDCTD GR DWN.R GR COLLAPSED.
19740928032579A,PLT REPORTED R BRAKE MALF.NO MALF FOUND.
19740928032589A,"2300FT GRASS STRIP,HIT CORN AT END.APRX 113LBS OVR MAX GWT."
19740928033019A,DMGD FIREWALL & NOSE GR.
19740928033519A,PLT MONITORING ENG PERFOMANCE.AREA OF T/D SOFT AND SWAMPY HI THICK SWAMP GRASS.OIL ON WINDSHIELD.
19740928033529A,OVERFLEW SUITABLE ARPTS.HAD TO AVOID PERS DRG LDG ON ROAD.
19740928033539A,IP DIDNT TELL PLT TO REFUEL AT ENROUTE STOP.
19740928033549A,BLOOD ALCOHOL LVL 310 MG PERCENT.TKOF IN LOW VIS CONDITIONS.
19740928034299A,LND DUE ROUGH ENG.
19740928034309A,
19740928035109A,"CLRD PWR LINES WITH NOSE HIGH ATTITUDE,THEN NOSE PITCHED DOWN."
19740928035119A,FLT IN MTN VALLEY. UN MAINTAIN ALT.
19740928035729A,PLT PUT EST 15 GAL IN TANKS.PUMP HAD NO METERING DEVICE.PLT MISJUDGED FUEL LVL.
19740928037009A,LND IN GRAPE FLD.
19740928038369A,LARGE ROCKS ON BEACH
19740928038899A,ACFT NOT CERTIFICATED.VW-1600 ENG EQPD WITH SINGLE MAG.ARCING FOUND IN DIST BLOCK CAVITIES.
19740928039309A,DETERIORATING WX COND RPTD NORTH AND WEST OF CRASH SITE.LACK OF CONTRAST DUE WX AND WATER.
19740929030679A,INVEST UNDER JURISDICTION OF GOVT OF GUATEMALA. GR HIT RIDGE TO R OF RWY.DISASTER RELIEF FLT.
19740929032599A,RUNWAY LIGHTED WITH FLARES & HEAD LTS OF CAR AT END OF RWY. GR HIT CAR.
19740929032609A,PLT WAS NOT CERTIFICATED
19740929032619A,HIT SOFT SPOT IN HARD TOP PORTION OF HARD TOP/SOD PVT STRIP.
19740929032629A,ATMTD TKOF FM WET/SOFT FLD.MUD/GRASS ACCUMULATED IN WHL FAIRINGS.
19740929033559A,"WET SOD FLD,5IN HI GRASS."
19740929033569A,ACFT IMPACTD NR VERTICAL NOSE DOWN.NO WITNESSES.PLT FLEW 2 HRS LAST 90 DAYS.
19740929035129A,FAILURE CASTING NR 1 CYL ROCKER ARM SUPPORT.OVRRAN RWY STRUCK STREET CURB.
19740929035139A,L WING STRUCK WOODEN FENCE POST.
19740929035149A,PRACTICE WITH WATER IN SPRAY TANKS.
19740929039699A,WIND GUSTING 20K.
19740929043359A,VEERED INTO GRASS AFTER 2ND T/D.STEEP L TURN AFTER LIFT-OFF.
19740930031159A,POLE ADJACENT TO TAXIWAY.PLT FAILED TO FOLLOW YELLOW CENTERLINE.TAXI FOR DAWN TKOF.
19740930032639A,PLT DEPLANED TO ASSIST PATIENT.WIND GUST TIPPED HELI OVR & M/R BLADE STRUCK PATIENT.
19740930033579A,WIND GUSTING 20K.
19740930033589A,"SELECTOR ON R TANK.AFTR ACDT,TANK EMPTY,GAGE READ 3/4 FULL.INSTR DIDN'T PRE-FLT FUEL SYS."
19740930037679A,"GO-AROUND INITIATED,ENG LOST PWR,PLT LNDD ACFT IN REMAINING AREA OF FLD."
19740930041719A,"L TANK EMPTY,FUEL AVBL R TANK.FLEW INTO ROCK ME SA.LVL TERRAIN AVBL."
19741001031969A,PLT CONCERNED WITH 2 OTR ACFT THAT CUT IN FRONT OF CHEROKEE THAT HE WAS FOLLOWING.
19741001031979A,"PLT APPLIED THROTTLE ABRUPTLY DRG APCH IN SIM EMERG LDG.PAX,A PLT,STALLED TRYING TO AVOID TREES."
19741001033029A,
19741001033599A,"STARTER FOUND ABLE TO REMAIN ENGAGED,REASON NOT DETERMINED."
19741001033609A,STRUCK DUMP TRUCK ON ROAD BORDERING AIRPORT.
19741001033619A,
19741001033629A,WINGS COVERED WITH FROST.
19741001037689A,R MAG NYLON ROTOR GR P/N 10-349234 HAD 8 GR TEETH MISSING.
19741001038139A,SPRAYING CARROTS.
19741001038379A,RECOVERY DATE 100474.LOST L ENG CRITICAL T/O CONFIG.EMERG PROC NOT ACCOMPLISHED.GOT BLO VMC.
19741001039719A,L ENG FUEL PUMP FAILED.PLT DIDNT USE WOBBLE PUMP & FEATH L PROP TOO LATE.DITCHED IN BAY.
19741001041299A,WEA WAS GIVEN VIA RADIO BY OIL COMPANY RADIO OPR.VFR OPN ONLY STRIP.OVR MAX TKOF & LDG WT.
19741002033039A,
19741002033639A,TERRACED FIELD.NR 1 CYL PISTON PIN PLUG LAYING IN PIN HOLE ABT 1/4 SIZE OF ORIGINAL PLUG.
19741002034319A,WND GSTS TO 15KTS
19741002035739A,ACFT STRUCK GND FOLLOWING LOSS OF R PROP.NOSE SECTION DMGD.NOSEWHEEL COLLAPSED FM PROP STRIKE.
19741002035749A,PLT RELAXED XWIND CORRECTION AFTR LDG.
19741002037379A,
19741003031169A,"JAM NUT,AN316-5,LOOSE.ROD DISCONNECTED FM BELT TENSIONING ASSY RLSNG TENSION ON ROTOR DRIVE BELT."
19741003033049A,ACFT LND ON SANDBAR.GR HIT RIDGE OF FROZEN SAND.
19741003033649A,"HI SPEED PASS,ROLLED INVERTED DRG PULL-UP. MCCULLOCH 0-100-1 ENG."
19741003034329A,LND ON 3RD ATTMPT ABT HALFWAY DWN RWY.WIND SOCK ON FLD.GUSTING TO 20K.
19741003034339A,
19741003034659A,HIT BLOCK OF WOOD ON ROADBED.
19741003035159A,MODERATE TURBULENCE RPTD BY PLT. GUSTS UNRPTD. SWATH RUN 3 FT AGL.
19741003036819A,ELCTRC WNDSHLD RELAY P/N FC402-14 SHORTED.
19741003037699A,RCVRY DATE 10/11/74.TSTMS IN AREA.OFF PREPOSED RTE.HIT MTN AT 9990FT.MSL.
19741003038389A,
19741003043189A,NR VERTICAL HI SPEED IMPACT.
19741004032649A,
19741004033059A,WIND INCREASED AND SHIFTED AFTER STUDENT WAS CLRD FOR 1ST SUP SOLO FLT.
19741004033069A,UN TO OUTCLIMB RISING TERRAIN.SURVEYING HUNTING AREAS.
19741004033659A,STUDENT STARTED GO-AROUND IN NOSE HIGH ATTITUDE INSTRUCTOR LOWERED NOSE TO PREVENT STALL HIT TREE.
19741004034349A,DRIFTED TO LEFT AND SETTLED BACK TO GROUND AFTER LIFT OFF.
19741004034359A,IMPROPER FUEL PROVIDED BY SELLER.PURCHASED IN GOOD FAITH IN AN EMERG SITUATION.
19741004035169A,WIND GUSTING 18K.
19741004035849A,NR 1 CYL CONNECTING ROD FAILED AT ROD CAP.
19741004035859A,BLOOD ALCOHOL LVL 70 MG PCT.STRUCK TREES DRG PULL UP FM SPLIT S.
19741004036829A,LIMITED NIGHT FLYING & RECENCY.UNLIGHTED TERRAIN.RECOVERED 10/5/74.
19741004036839A,ACFT CRASHED AT 12300FT.MTS OBSCRD BY CLOUDS.RECOVERY DATE 10/6/74.
19741004037389A,MAIN ACCESSORY DRIVE SHAFT C9223-A SHEARED.RESTRICTED CATEGORY.ACFT HIT HIDDEN GULLY.
19741005030689A,"CHUTE INADVERTENTLY OPENED,JUMPER HIT DOOR POST DMGNG FUSELAGE & CAUSING AILERON TO BIND."
19741005033669A,"LANDED SHORT OF RUNWAY,WATER FOUND IN AIRSPEED LINE.ROCKS IN AREA GR,PROP AND WING DMGD."
19741005033679A,NR 3 CONROD.INTENTIONAL LDG IN TREES.GO-AROUND DUE OTR TRC.
19741005035179A,STALLED DRG CLIMBING TURN FOLLOWING LOW PASS OVR RWY ABT 100FT AGL.
19741005035869A,SLOW FLT AT LOW ALT IN MDT TURB.LOST CTL.
19741005039319A,"LOW APCH,ENG DID NOT RESPOND TO THROTTLE."
19741005040059A,STRUCK DRAINAGE DITCH ABT 30FT FM EDGE OF RWY.PREVIOUS FLT HRS IN TRI-GR ACFT.
19741005041009A,2ND SIMULATED FORCED LDG RETRACTED FLAPS PRIOR TO ADDING POWER ACFT DSCNDD TO GND.PLT CONT FLT.
19741005044329A,
19741005044389A,NO WITNESS.ACFT MAY HAVE BEEN ATMPT TO LND ON ROAD.
19741006031989A,OBSVD LDG TFC IN OPPOSITE DIRECTION. NSE WHL HIT A RUT.
19741006032659A,INVEST UNDER JURISDICTION OF GOVT OF MEXICO.
19741006032669A,L MN GR PARKING BRAKE LOCKED.
19741006032679A,INVEST UNDER JURISDICTION OF GOVT OF MEXICO.
19741006032689A,"TAILWHEEL STRUCK RWY THRESHOLD,HARD LDG ON MAIN GR."
19741006033681A,CESSNA TAXIING THRU LINE OF PARKED ACFT.R WING PASSED THRU PROP ARC OF PARKED PAZMANY N4725G.
19741006033682A,4 OTR ACFT AWAITING TKOF CLNC.CESSNA TAXIED BTWN ERCOUPE AND THIS ACFT.CESSNA WING RCVD SUB DMG.
19741006033699A,ATMTD TKOF FM PARENTS PASTURE.
19741006034369A,BOTH SPARK PLUGS FM NR 1 CYL FILLED WITH CINDER-LIKE DEPOSITS.
19741006035189A,"PLT HEARD NOISE IN FLT,MADE PRECAUTIONARY LNDG IN PLOWED FLD.SEAT BELT OUTSIDE CABIN DOOR"
19741006035199A,LND ON SNOW COVERED RWY. GR BROKE THRU CRUST.
19741006035209A,MISUSED BRAKES.
19741006035219A,
19741006036299A,REPEATEDLY BALLOONED IN FLARE TO 10-15FT.ESCORTED TO ARPT BY HELICOPTER.
19741006036309A,"BECAME LOST,LND ON ROAD FOR INSTRUCT.DRG TKOF HAD TO AVOID 2 PARKED PICKUPS.ROAD CURVED."
19741006039709A,PILOT FLEW INTO BLIND CANYON IN IFR COND.RECOVERY 10/7/74.
19741006041729A,"WX IN ACDT AREA DESCRIBED AS MISTY DARKNESS.THE CLDS WERE LOW TO THE GND,FINE MIST FALLING."
19741007033079A,PROPS FND IN UNFEATHERED PSN.LNDD SHORT OF INTENDED LDG AREA.
19741007033089A,"IP SIMULATED FORCED LDG AT 400 FT.PLT TRIED TO RET TO LAKE,INSTEAD OF OTR LAKE.FLOAT EQUIP."
19741007035229A,"ACFT OBSVD TO SPIN OUT OF A LOOP.PRIOR TO GND IMPACT NOSE RAISED ABV LVL ATTITUDE,THEN DROPPED."
19741007035879A,HIT HI TENSION LINES ABT 70FT AGL DRG SIMULATED FORCED LDG TO FLD.
19741007036319A,HIT DUMP TRUCK PARKED OFF TAXIWAY.
19741007036849A,RCVRY DATE 10/24/74.DEP FROM LTD RWY ON DARK NITE.CRASHED 2 MILES FM AIRPORT.
19741007039329A,"LNDD HARD ON ALL 3 GR,BOUNCED.CTR PIN ON NOSEWHEEL ASSEMBLY BROKE."
19741007039729A,CNTRLR FORGOT ACFT.SUPRV FORGOT ACFT.CNTRLR WORKLOAD HIGH.NO COMM FOR 9 MIN BETWN CNTRLR & ACFT.
19741007043369A,PLT INITIATED A PWR ON RCVRY FRM PRACTICE AUTOROTATION.
19741007044189A,"HARTZELL PROP BLADE B23845,R ENG,FAILED.WRONG CRANKSHAFT COUNTERWEIGHT COMBINATION INSTALLED."
19741008031599A,HIT TOP OF RADIO ANTENNA.
19741008033709A,HOPPER LID NOT SECURED PROPERLY AFTER LOADING.PLT HAD NO GOGGLES OR HELMET.SULPHUR ON WINDSHIELD.
19741008034379A,"ACFT RESTRICTED DAY VFR,AEROBATIC FLT PROHIBITED.LOG BOOK ENTRIES RCRD ACROBATIC FLT DAY AND NIGHT"
19741008035239A,STRUCK RWY LGT.WIND GUSTING 18K.
19741008036329A,"CFI PROPPED ENG,STUDENT AT CTLS NOT QUALIFIED IN ACFT.HIT FUEL PIPELINE.STARTER FAILED PREV DAY."
19741008036339A,TOO LOW FOR SAFE AUTOROTATION.
19741008043319A,CFI COMPANY CHECKOUT.RECOVERY DATE 10/8/74.ACFT OBSVD STEEP CLB AFTR TKOF.
19741009032699A,ACFT DEP FRM FARM FLD.HIT WIRES 25FT AGL.
19741009033099A,
19741009033719A,
19741009033729A,COLLIDED WITH STEEL BOAT MOORING CABLE.
19741009033739A,SHORT FLD LDG PRACTICE.PLT RPTD DRG 2ND APCH ALLOWED ACFT TO GET TOO FAR BEHIND PWR CURVE.
19741009033749A,UNDERSHOT.LATE ADDING PWR.HIT FENCE 200FT SHORT OF RWY.
